,X,Y,fact_ampl,fact_freq
0,369322.99,6355805.56,174.459366615,1.0991000919
1,369330.79,6355755.78,46.188326431899995,5.96456584137
2,369338.59,6355706.9,73.0444618817,4.35178320888
3,369346.38,6355657.42,164.465298355,7.13224575665
4,369354.18,6355607.84,340.28567385,7.744303299969999
5,369361.88,6355558.86,292.520875396,7.51480573584
6,369369.47,6355509.08,225.56510973299999,7.703767247
7,369377.27,6355459.7,232.243722763,8.788566262789999
8,369385.07,6355410.42,288.158456695,5.30482047734
9,369392.86,6355361.24,226.31504712900002,4.28210042075
10,369400.76,6355311.36,482.64167335900004,9.224113529730001
11,369408.56,6355262.08,309.087682016,7.68437989617
12,369416.35,6355212.6,338.110354916,6.80054917207
13,369424.25,6355163.22,310.355704607,10.4690649735
14,369432.05,6355113.74,272.45586249900003,7.34545843124
15,369439.75,6355064.66,183.06488644,7.25277409962
16,369447.64,6355015.08,282.896468665,9.978417825260001
17,369455.44,6354965.9,316.343751404,8.5714238028
18,369463.24,6354916.82,271.56611242400004,6.71797354248
19,369471.03,6354867.24,252.05878601700002,6.995473358510001
20,369478.83,6354817.96,241.016501527,4.84072763085
21,369486.73,6354768.28,305.379796339,9.51651707428
22,369494.52,6354718.9,428.96449282599997,10.875300488699999
23,369502.32,6354669.81,321.753551645,10.7052550742
24,369510.02,6354620.03,328.623651649,6.58174903218
25,369517.71,6354571.35,314.014682275,7.48671223852
26,369525.61,6354521.87,247.368103618,6.25280683793
27,369533.41,6354472.29,252.48314289299998,8.11846709666
28,369541.2,6354423.11,350.06608000800003,8.94085249487
29,369549.1,6354373.73,386.452757566,9.38776172281
30,369556.8,6354324.35,238.966707458,8.753520144169999
31,369564.6,6354274.87,265.69749146,9.55494747232
32,369572.49,6354225.09,282.105033998,11.2838628341
33,369580.19,6354176.21,288.999597042,5.79237632286
34,369587.89,6354126.73,455.289591954,9.77781073857
35,369595.68,6354077.45,356.89441098699996,9.00906297046
36,369603.48,6354028.17,286.96193282900003,9.19593430475
37,369611.28,6353978.59,286.703872234,4.1965523638599995
38,369619.07,6353929.21,276.09915597599996,7.43754185741
39,369626.87,6353879.83,333.455248872,6.54269629834
40,369635.57,6353830.85,436.05922421,13.407592985
41,369643.46,6353781.37,398.950122194,13.660600000599999
42,369651.26,6353732.19,264.69089799799997,7.77011430983
43,369657.66,6355605.64,111.445988755,1.36962444992
44,369659.16,6353682.81,355.298174762,10.2728859963
45,369665.45,6355556.16,104.78150777,1.33038165124
46,369666.95,6353633.33,257.29378689099997,7.815944134260001
47,369673.25,6355506.58,119.458057789,5.53778754885
48,369674.85,6353584.05,274.228642114,8.445396103710001
49,369681.15,6355457.1,117.051938605,4.84028688831
50,369682.75,6353534.57,206.485991525,6.66998094873
51,369688.95,6355408.02,205.463770764,6.67037909529
52,369690.54,6353485.29,379.80795769599996,7.50540614214
53,369696.74,6355358.64,189.34902864,6.223026398130001
54,369698.44,6353435.81,302.869826875,6.089696904480001
55,369704.64,6355309.06,188.67232741900003,4.18081754402
56,369706.34,6353386.43,302.862930331,6.534582523180001
57,369712.44,6355259.78,175.714404063,7.666473559780001
58,369714.14,6353337.25,307.065909574,7.826216263839999
59,369720.23,6355210.4,181.693650737,9.16353817951
60,369722.03,6353287.87,333.55906896700003,8.60386488787
61,369728.03,6355161.02,93.1847175449,7.098909246819999
62,369729.93,6353238.39,296.99576227200004,9.15950837902
63,369735.83,6355111.94,130.91614294299998,8.88601195657
64,369737.83,6353189.01,389.093971657,11.0666443221
65,369743.72,6355062.36,176.156832557,8.640298811869998
66,369745.62,6353139.73,269.26878273799997,9.301801061980001
67,369751.52,6355013.18,257.420360494,10.3799607322
68,369753.52,6353090.35,307.68698313,9.987105381889998
69,369759.32,6354963.5,202.19774358599997,11.4323483852
70,369761.32,6353040.97,274.630652795,7.686063577350001
71,369767.11,6354914.32,57.9013071743,9.70466083889
72,369769.21,6352991.69,215.81831913599999,9.63519601596
73,369774.91,6354865.04,144.43231377,8.972278637819999
74,369777.01,6352942.31,182.39302076200002,0.583153866389
75,369782.81,6354815.66,333.787686765,9.295314708300001
76,369784.91,6352892.93,224.52151822,8.435267394430001
77,369790.6,6354766.48,303.664222455,10.927372180899999
78,369792.7,6352843.65,195.47895272099998,5.30924287642
79,369798.4,6354717.0,316.965669483,10.056892360299999
80,369800.6,6352794.17,174.240763742,-2.6179924613
81,369806.2,6354667.62,199.84144218400002,11.7746037375
82,369808.5,6352744.99,208.853078945,6.687877336080001
83,369814.0,6354618.24,207.735058444,11.4652245377
84,369816.19,6352696.1,258.29971088599996,11.314749355
85,369821.89,6354568.36,267.578867188,12.8468337326
86,369823.99,6352646.72,350.27110813300004,11.60620741
87,369829.69,6354519.58,204.146095395,11.081938660899999
88,369831.89,6352597.34,326.414131295,11.583271338800001
89,369837.49,6354469.99,236.37498873799998,10.300371438200001
90,369839.68,6352547.96,264.852031678,10.020328495
91,369845.28,6354420.91,266.486749757,12.5764078985
92,369847.48,6352498.58,192.069678308,6.883828213280001
93,369853.18,6354371.13,304.301251257,13.0580248944
94,369855.28,6352449.2,181.985779383,1.3794276880399998
95,369860.98,6354321.85,117.19618940000001,10.1198531438
96,369863.08,6352399.72,226.21285907799998,-1.9206986954299998
97,369868.77,6354272.57,207.92703647099998,12.7263800545
98,369870.87,6352350.74,270.343701889,2.01505623021
99,369876.67,6354223.29,106.61812985899999,8.34306045231
100,369878.67,6352301.16,274.22127880700003,-1.56996192105
101,369884.47,6354173.71,229.72994202900003,8.862026629430002
102,369886.57,6352251.78,201.310223337,-0.49237906372699997
103,369892.26,6354124.33,145.249505973,9.27255952454
104,369894.36,6352202.5,296.663575689,-3.20656671874
105,369900.06,6354075.05,364.046711585,10.866409015799999
106,369902.16,6352153.02,298.157898408,0.6427077142459999
107,369907.96,6354025.67,324.63936862400004,13.688548750299999
108,369909.96,6352103.74,287.791902425,3.08508435756
109,369915.75,6353976.39,221.135137687,11.4335180106
110,369917.75,6352054.36,243.823295576,0.253368577913
111,369923.65,6353926.61,162.272875625,10.981237742200001
112,369925.55,6352004.98,231.61117070900002,7.80402401672
113,369931.35,6353877.43,206.914262216,13.5748081015
114,369933.45,6351955.4,284.954492202,10.395642304299999
115,369939.25,6353828.15,215.094646313,14.7234559294
116,369941.14,6351906.22,312.220452462,9.7194484085
117,369946.94,6353779.07,518.027635068,12.080432941
118,369948.94,6351856.84,582.909702826,8.21125391036
119,369954.04,6355652.12,395.19149992900003,0.779240253631
120,369954.84,6353729.29,270.925860279,8.09860484228
121,369956.74,6351807.56,313.367825007,9.92001231844
122,369961.84,6355602.54,181.34929343,5.308567410759999
123,369962.94,6353680.31,195.400197135,5.97115603101
124,369964.63,6351758.18,278.30886843400003,6.6981631004999995
125,369969.63,6355553.56,230.742133766,3.7219429626199996
126,369970.63,6353631.23,213.193894607,7.85491183738
127,369972.43,6351708.7,343.907675948,12.2298711821
128,369977.43,6355503.98,199.50424948900002,1.50824455444
129,369978.63,6353580.95,294.68020554,9.749926490130001
130,369980.23,6351659.42,339.655271054,9.12475169747
131,369985.23,6355454.8,94.14365037729999,4.84204418399
132,369986.33,6353531.97,197.485539115,9.17680347482
133,369988.03,6351610.04,276.141739995,9.07171487337
134,369993.02,6355405.42,153.102578117,4.1977464134
135,369994.12,6353482.59,242.235404437,12.9193502379
136,369995.82,6351560.66,449.834394875,9.54621478545
137,370000.82,6355356.34,469.21000857900003,2.14784092836
138,370001.92,6353433.41,203.387261972,9.33118044855
139,370003.72,6351511.08,624.118561103,8.57775791757
140,370008.72,6355306.56,318.052392367,3.37993970267
141,370009.62,6353384.53,183.770423222,6.55713811863
142,370011.52,6351461.7,498.804580511,6.30632202457
143,370016.51,6355256.98,124.319065238,8.41004028601
144,370017.61,6353334.15,226.689156158,5.06685392027
145,370019.31,6351412.42,395.987580039,4.3795596347000005
146,370024.31,6355208.0,229.558094083,8.48287456412
147,370025.31,6353285.37,242.49276218900002,10.343125236799999
148,370027.11,6351363.04,322.789286035,2.07274435607
149,370032.21,6355157.92,143.74264675700002,9.4496917336
150,370032.91,6353235.99,319.766011954,11.650218798
151,370035.01,6351313.56,489.47326633,-1.57959397425
152,370040.0,6355109.44,266.82420405,9.28124413133
153,370040.8,6353186.51,292.189339386,8.85560784284
154,370042.8,6351264.28,384.05617195300005,-1.6609098450100002
155,370047.7,6355060.26,184.706677812,7.2787330379799995
156,370048.5,6353137.73,228.62078220700002,14.260344011900001
157,370050.5,6351215.1,303.880516009,-0.07012267188789999
158,370055.6,6355010.48,277.720380961,8.82980168646
159,370056.5,6353087.45,231.45559919299998,9.502228376960002
160,370058.3,6351165.62,332.44584027400003,0.522399841414
161,370063.4,6354961.4,258.668263536,10.0913504484
162,370064.3,6353038.07,181.63665831900002,12.4487473839
163,370066.19,6351116.14,291.59855532,-0.160688464325
164,370071.29,6354911.72,318.802353578,10.088628676499999
165,370072.09,6352988.89,191.99525836799998,6.75310094671
166,370073.99,6351066.76,312.564267428,-1.0611181427399998
167,370079.09,6354862.24,433.237592002,12.144260405
168,370079.89,6352939.31,188.72268013,12.852583651400002
169,370081.79,6351017.48,409.855929491,1.16458110119
170,370086.79,6354813.56,419.091554224,11.428996008599999
171,370087.59,6352890.53,257.594796085,14.1159159435
172,370089.58,6350968.2,223.802976286,2.15692477809
173,370094.68,6354763.88,406.63217371699994,11.4875336169
174,370095.58,6352840.25,232.007953439,14.3983614133
175,370097.38,6350918.82,287.67607000099997,10.6545257993
176,370102.48,6354714.3,308.210254245,8.87742792432
177,370103.38,6352791.17,190.671904157,12.382868399400001
178,370105.18,6350869.54,350.49657482,4.789359458480001
179,370110.28,6354665.52,211.259742688,12.0928668721
180,370111.08,6352742.39,190.88510940700002,8.76698759691
181,370112.98,6350819.96,432.873569174,4.2429880096099994
182,370118.17,6354615.24,254.643086207,12.649372852
183,370118.87,6352693.01,165.542164993,9.55734260846
184,370120.77,6350770.58,500.022869651,0.40429498291599997
185,370125.97,6354566.26,402.18210570300005,12.9366712547
186,370126.77,6352643.33,228.366924874,6.76089841545
187,370128.57,6350721.2,257.483991695,1.53610155993
188,370133.87,6354516.58,339.763832731,10.7086161103
189,370134.67,6352593.35,231.24012030900002,8.42762315409
190,370136.37,6350671.81,270.93897398400003,6.81515952362
191,370141.76,6354467.2,269.016742758,12.072719398399999
192,370142.46,6352544.37,265.593796419,9.41799498048
193,370144.26,6350622.43,255.637717014,5.895649908029999
194,370149.56,6354417.72,455.026658871,7.92155676129
195,370150.26,6352495.29,139.001562092,3.98803199547
196,370152.06,6350573.05,283.781395542,8.47923433484
197,370157.36,6354368.44,340.501467931,13.0369302378
198,370158.06,6352446.5,102.61602909999999,4.58435340723
199,370159.76,6350523.87,256.17047818599997,8.64797926756
200,370165.05,6354319.85,346.23952109199996,12.8329123496
201,370165.95,6352396.72,119.106258675,2.0049315913299997
202,370167.65,6350474.49,261.116977543,8.051639877969999
203,370172.95,6354270.17,270.032605321,13.4093701181
204,370173.85,6352347.34,144.72770915700002,-0.7554135410870001
205,370175.45,6350425.01,234.26441310799999,5.68774712729
206,370180.75,6354220.89,373.621077964,9.20868033998
207,370181.65,6352297.96,260.09999642099996,2.00453756302
208,370183.25,6350375.63,343.648589305,8.3284020138
209,370188.55,6354171.51,291.867526928,9.40675428148
210,370189.54,6352248.38,442.54216769199996,10.244570378099999
211,370191.04,6350326.45,329.987915317,9.97140982504
212,370196.44,6354121.83,198.295839312,5.5129897884800005
213,370197.44,6352198.9,341.212612026,10.6381357199
214,370198.84,6350276.87,340.332802179,7.16547176118
215,370204.24,6354072.55,236.13932077099997,13.3991514277
216,370205.24,6352149.92,405.40939080699997,7.65455678228
217,370206.64,6350227.49,404.723725916,7.04903486747
218,370211.84,6354023.27,300.58628961200003,8.855533079279999
219,370213.14,6352100.14,246.96675268099997,3.45419747124
220,370214.44,6350178.21,214.882047823,4.956275066
221,370219.73,6353974.29,339.944562604,12.190585286900001
222,370220.93,6352050.86,222.71949273,5.9079449334800005
223,370222.23,6350128.73,327.67862434299997,6.26598912801
224,370227.63,6353924.31,484.992899064,10.031272559
225,370228.73,6352002.08,197.513320762,9.812624381889998
226,370230.03,6350079.25,284.749112375,4.90727077745
227,370235.33,6353875.33,564.757832551,9.73606475964
228,370236.73,6351952.0,164.503384443,10.2088219218
229,370237.83,6350029.97,300.968693847,4.12874537479
230,370243.22,6353825.75,424.94273531199997,9.56348309362
231,370244.12,6351903.32,287.935815137,11.2268979749
232,370245.62,6349980.49,296.99448202900004,1.3953726144499998
233,370250.32,6355699.3,136.005040877,-1.0160350456799998
234,370251.02,6353776.07,346.79915539300004,7.651676500239999
235,370251.92,6351853.64,422.793275304,8.95457963549
236,370253.42,6349931.21,367.789654734,7.6341122636000005
237,370258.02,6355650.02,133.949713779,5.2381751661400004
238,370258.72,6353727.09,478.712076914,6.397816274219999
239,370259.72,6351804.46,129.728898693,10.787527772
240,370261.22,6349881.83,388.83360935800005,4.261611835
241,370265.91,6355600.14,167.273369497,9.90896460408
242,370266.61,6353677.81,591.5621027990001,6.131176690549999
243,370267.61,6351755.18,220.537171575,11.905467473699998
244,370269.01,6349832.45,346.288724856,6.35796221863
245,370273.71,6355551.16,192.10092983299998,9.97568179877
246,370274.41,6353628.63,459.83838724199995,2.41740215017
247,370275.41,6351705.8,210.756222063,10.572066486799999
248,370276.81,6349783.17,391.19102735,6.604074485569999
249,370281.51,6355501.78,94.7690249099,6.9883128191
250,370282.11,6353579.65,363.067421758,7.91878246668
251,370283.21,6351656.52,242.515944367,10.4882988479
252,370284.61,6349733.79,386.776337183,5.449468489349999
253,370289.31,6355452.5,112.20891013399999,5.380974663300001
254,370290.0,6353529.97,250.45222799200002,14.4013306505
255,370291.1,6351606.94,234.93428294900002,9.50947126987
256,370292.4,6349684.31,248.883244182,2.4146489811099996
257,370297.3,6355402.82,104.973132792,1.23686133804
258,370297.9,6353480.29,218.260942002,15.0253281926
259,370299.0,6351557.46,223.15948549799998,9.3123298238
260,370300.2,6349635.03,300.626289973,-1.48656080486
261,370304.9,6355353.64,113.191599125,5.3775543597399995
262,370305.6,6353431.11,270.689582088,16.0648601743
263,370306.7,6351508.38,304.83364268599996,8.08032469644
264,370308.1,6349585.55,333.740302081,4.439445237749999
265,370312.7,6355304.36,112.34400911200001,8.37416022293
266,370313.5,6353381.63,210.00270240700002,13.754538961300002
267,370314.59,6351459.1,398.05469975,11.6456551341
268,370315.79,6349536.37,391.891102685,4.6653674585600005
269,370320.49,6355254.88,93.5243985672,9.45516734601
270,370321.29,6353332.35,292.378170346,8.15332461556
271,370322.39,6351409.32,236.526925345,9.29658201496
272,370323.59,6349486.69,383.641967575,1.4968666368299999
273,370328.29,6355205.4,132.185821935,8.82523120062
274,370329.29,6353283.37,331.252688307,3.11415889977
275,370330.19,6351360.34,253.494855144,12.7367144453
276,370331.39,6349437.41,249.93737221900003,1.7969838180500002
277,370336.09,6355156.22,241.750074409,10.00444957
278,370337.29,6353232.99,248.53020754599999,7.05076036987
279,370338.09,6351310.46,203.21324472400002,7.74096651899
280,370339.19,6349387.83,453.140795166,4.20305407068
281,370343.98,6355107.24,162.37639356100001,10.744754398900001
282,370344.98,6353183.91,260.242704925,5.011778624080001
283,370345.88,6351261.08,65.9997417603,6.906608390519999
284,370346.98,6349338.65,498.836566419,1.9007647433500001
285,370351.78,6355057.56,139.762237615,9.51423907499
286,370352.68,6353135.23,352.51506090199996,15.0890561706
287,370353.68,6351211.9,154.42019408299998,6.67275728936
288,370354.78,6349289.37,359.71727865300005,6.686361879090001
289,370359.58,6355008.48,347.532717984,13.3487348366
290,370360.58,6353085.55,136.187067643,6.23774738557
291,370361.58,6351162.32,207.428456367,7.886835561839999
292,370362.58,6349239.89,303.727867574,2.4404182015
293,370367.37,6354958.8,195.43313729099998,11.995779185999998
294,370368.37,6353036.17,151.791461895,7.871731974419999
295,370369.37,6351113.04,236.33284008099997,10.1040666443
296,370370.37,6349190.41,242.14346861299998,5.80149374084
297,370375.27,6354909.42,296.806836143,11.243278292100001
298,370376.17,6352986.79,215.53927585099999,2.37525380716
299,370377.07,6351064.06,260.80286547599997,7.50569299589
300,370378.17,6349141.23,502.43612303300006,2.04025990226
301,370382.97,6354860.44,281.395028877,11.0120586145
302,370383.97,6352937.61,100.40744856299999,6.930888020089999
303,370384.87,6351014.78,343.016475008,6.9459378994000005
304,370385.97,6349091.85,512.04930342,0.897732824665
305,370390.86,6354810.86,129.16849636799998,3.88164888209
306,370391.76,6352888.03,170.45447804,8.58715225467
307,370392.66,6350965.3,305.085757747,10.0409342076
308,370393.86,6349042.47,425.77412608099996,1.97351764692
309,370398.66,6354761.18,229.405082836,9.19691426604
310,370399.56,6352838.85,92.7923077963,7.885971044339999
311,370400.56,6350915.62,184.674708466,10.783672333699998
312,370401.56,6348993.19,525.7210890609999,1.59708871546
313,370406.36,6354712.8,298.59811434700003,11.131484749
314,370407.36,6352789.57,137.598248325,5.6571479378600005
315,370408.36,6350866.64,270.214526263,7.999233618330001
316,370409.46,6348943.61,486.784578263,2.14837691345
317,370414.36,6354662.62,384.69579663300004,14.2547294821
318,370415.25,6352739.89,112.49781065399999,9.76198266881
319,370416.15,6350817.06,268.033247858,9.317994154289998
320,370417.25,6348894.23,233.352242813,0.4579260597
321,370422.15,6354613.24,301.442292455,12.6652428601
322,370422.95,6352691.01,177.231918927,11.833248516
323,370424.05,6350767.38,220.747467515,10.649164916
324,370425.05,6348844.95,398.221390522,1.8848915563
325,370429.95,6354563.96,233.527736608,11.7085499909
326,370430.95,6352640.93,267.05783408599996,3.29803771867
327,370431.85,6350718.2,179.733773915,8.761600491989999
328,370432.65,6348795.47,412.314990907,-0.56621021397
329,370437.75,6354514.78,267.114058737,9.85164461992
330,370438.85,6352591.45,140.375144821,17.2537995522
331,370439.64,6350669.02,196.90299232799998,2.08673374345
332,370440.44,6348745.99,381.895587863,1.5727779634999999
333,370445.64,6354465.3,262.334688806,12.2680917481
334,370446.74,6352541.97,263.899766012,15.3931082893
335,370447.44,6350619.44,231.883147928,1.77087574848
336,370448.34,6348696.71,399.103252979,1.9401285495599998
337,370453.54,6354415.92,327.843778887,11.771939863900002
338,370454.44,6352492.99,273.902087284,16.7956163827
339,370454.84,6350569.86,232.496756347,11.7111639838
340,370456.14,6348647.42,269.066680482,1.89672456475
341,370461.44,6354366.34,248.65120967200002,8.67030909846
342,370462.34,6352443.51,270.544607456,15.018900023199999
343,370462.54,6350520.98,136.02808106700002,11.744344690999998
